eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
101.64,1.5800000429153442,83.74,0.4000000059604645,995.0,0.016371870413422585,0.1966552734375,2.235701322555542,-0.029847554862499237,0.09177064150571823,0.6069491505622864,76.0,19456.0,1266.797920047,1245184.0,93.35,0.0
100.32,1.7200000286102295,85.65,0.20999999344348907,998.0,0.01595958322286606,0.19451904296875,2.2244269847869873,-0.024790406227111816,0.09941854327917099,0.6087722182273865,77.0,19712.0,1283.2472720419992,1261568.0,91.85,0.05000000074505806
105.09,1.7599999904632568,88.68,-0.18000000715255737,990.0,0.014658329077064991,0.1829020231962204,2.2051026821136475,-0.031114868819713593,0.09063569456338882,0.6542772948741913,78.0,19968.0,1299.8200257400003,1277952.0,92.66,0.1599999964237213
96.02,1.6699999570846558,87.35,-0.14000000059604645,989.0,0.01759064570069313,0.2114664763212204,2.2126357555389404,-0.028861621394753456,0.10286950320005417,0.6104707419872284,79.0,20224.0,1316.4096802780005,1294336.0,90.04,0.05999999865889549
95.76,1.899999976158142,87.2,-0.17000000178813934,995.0,0.01574002206325531,0.19903564453125,2.215679407119751,-0.028401551768183708,0.08484754711389542,0.6548796594142914,80.0,20480.0,1332.9147152330006,1310720.0,91.65,0.0
99.94,1.8700000047683716,91.96,0.6100000143051147,985.0,0.016078846529126167,0.1935017853975296,2.196851968765259,-0.02930133044719696,0.07922501116991043,0.6575616002082825,81.0,20736.0,1349.5704064420006,1327104.0,99.23,0.03999999910593033
94.45,1.899999976158142,95.83,-0.029999999329447746,992.0,0.019979482516646385,0.22930908203125,2.1958608627319336,-0.02869703620672226,0.07046331465244293,0.6634665429592133,82.0,20992.0,1366.137349662,1343488.0,95.21,0.28999999165534973
95.0,2.200000047683716,93.17,0.5199999809265137,989.0,0.01594908908009529,0.20501708984375,2.179032564163208,-0.029610706493258476,0.06575515121221542,0.7220532596111298,83.0,21248.0,1382.7478524529997,1359872.0,90.08,0.1599999964237213
100.11,1.7899999618530273,110.76,0.27000001072883606,989.0,0.01921422965824604,0.2257487028837204,2.17578125,-0.028390713036060333,0.08326617628335953,0.6784057021141052,84.0,21504.0,1399.342687544,1376256.0,96.97,0.3400000035762787
103.47,2.0799999237060547,88.33,0.5600000023841858,990.0,0.01795618049800396,0.2206013947725296,2.1426007747650146,-0.029048696160316467,0.08772203326225281,0.6887229382991791,85.0,21760.0,1415.9155067480006,1392640.0,92.8,-0.03999999910593033
106.69,1.8899999856948853,90.63,0.6200000047683716,995.0,0.016454467549920082,0.2003987580537796,2.1263699531555176,-0.026692934334278107,0.10151594132184982,0.6527283489704132,86.0,22016.0,1432.4249164449993,1409024.0,93.01,-0.11999999731779099
100.89,1.690000057220459,99.8,0.17000000178813934,992.0,0.01700507290661335,0.2030029296875,2.1038784980773926,-0.029884690418839455,0.12227023392915726,0.5847919881343842,87.0,22272.0,1448.972124849999,1425408.0,96.29,0.4099999964237213
102.67,2.0299999713897705,107.59,0.6800000071525574,990.0,0.019900115206837654,0.2237548828125,2.0927486419677734,-0.03131997212767601,0.10252716392278671,0.6254264712333679,88.0,22528.0,1465.553798989,1441792.0,95.49,0.4300000071525574
104.22,1.8899999856948853,108.9,0.8799999952316284,987.0,0.017907408997416496,0.2163899689912796,2.109818696975708,-0.025628363713622093,0.09372368454933167,0.6402783989906311,89.0,22784.0,1482.1821810239999,1458176.0,93.97,0.5
98.56,1.8600000143051147,98.51,0.5699999928474426,984.0,0.018714820966124535,0.2268473356962204,2.087754011154175,-0.026279548183083534,0.12109395861625671,0.6339267194271088,90.0,23040.0,1498.8728337899993,1474560.0,99.26,0.75
102.57,1.8700000047683716,97.77,0.8199999928474426,992.0,0.01972120627760887,0.2315673828125,2.1033356189727783,-0.026943126693367958,0.09690290689468384,0.6515480279922485,91.0,23296.0,1515.4242341900008,1490944.0,103.07,0.1599999964237213
